timestamp,raw_turbidity_ntu,raw_ph,pac_mg_l,polymer_mg_l,filter_1_turbidity_ntu,filter_2_turbidity_ntu,filter_3_turbidity_ntu,filtered_ph
2025-01-01 23:00:00+00:00,107.58544,6.99526,13.34031,2.50163,3.5,3.5,3.5,6.86127
2025-01-01 23:30:00+00:00,115.14181,7.09461,14.51243,2.6843,3.5,3.5,3.5,6.9658
2025-01-02 00:00:00+00:00,122.52762,7.14085,15.53659,2.55858,3.5,3.5,3.5,6.96605
2025-01-02 00:30:00+00:00,122.62415,7.04637,15.7929,2.58202,3.5,3.5,3.5,6.82216
2025-01-02 01:00:00+00:00,128.91545,7.05665,17.87457,3.06818,3.5,3.5,3.5,6.80681
2025-01-02 01:30:00+00:00,143.80244,6.997,18.6416,3.13885,3.5,3.5,3.5,6.73591
2025-01-02 02:00:00+00:00,144.43171,6.99003,17.25719,2.7794,3.5,3.5,3.5,6.7322
2025-01-02 02:30:00+00:00,144.77892,6.91003,18.31557,3.35195,3.5,3.5,3.5,6.70748
2025-01-02 03:00:00+00:00,43.38187,7.20673,8.75309,1.56352,2.60089,2.70675,2.66939,7.14732
2025-01-02 03:30:00+00:00,46.33166,7.1559,9.16087,1.45925,2.80246,2.8779,2.67569,7.05134
2025-01-02 04:00:00+00:00,56.34124,7.37883,10.02837,1.52894,3.5,3.5,3.44215,7.1855
2025-01-02 04:30:00+00:00,55.5418,7.32309,10.34214,1.87158,3.01295,3.21458,3.00275,7.1998
2025-01-02 05:00:00+00:00,59.95703,7.18452,10.24054,1.85251,3.06605,3.33981,3.09279,7.06335
2025-01-02 05:30:00+00:00,54.15742,7.06858,10.89206,2.11618,2.60608,2.80592,2.514,7.0197
2025-01-02 06:00:00+00:00,58.34451,7.02261,9.76827,1.8271,3.15323,3.47116,3.17795,6.8617
2025-01-02 06:30:00+00:00,61.57394,7.27019,10.49995,1.88907,3.42374,3.5,3.3824,7.13808
2025-01-02 07:00:00+00:00,56.13943,7.17785,11.98123,1.76868,2.87906,3.07619,2.82143,7.10086
2025-01-02 07:30:00+00:00,60.65649,7.19363,10.68087,1.9503,3.26565,3.38611,3.26333,7.08901
2025-01-02 08:00:00+00:00,53.61107,6.9616,11.25396,1.83819,2.86112,2.90046,2.65908,6.85362
2025-01-02 08:30:00+00:00,54.82288,7.25334,10.00934,1.91808,3.07313,3.27437,2.98551,7.14491
2025-01-02 09:00:00+00:00,53.89039,7.20298,10.34305,1.63135,3.02832,3.21452,3.08032,7.09694
2025-01-02 09:30:00+00:00,47.9595,7.04153,9.61867,1.54033,2.72835,2.90856,2.73798,6.95948
2025-01-02 10:00:00+00:00,56.80088,7.09589,10.21454,1.67499,3.11587,3.2105,3.0449,6.95168
2025-01-02 10:30:00+00:00,49.61791,7.1897,9.04631,1.74257,2.93158,2.91155,2.72741,7.11884
2025-01-02 11:00:00+00:00,50.89835,7.16415,10.03775,1.90345,2.65444,2.71445,2.60744,7.00326
2025-01-02 11:30:00+00:00,51.95638,7.12434,9.28614,1.58256,2.82904,3.15086,2.98771,7.03073
2025-01-02 12:00:00+00:00,49.88695,7.14882,10.13795,1.58459,2.65647,2.86647,2.7195,7.03976
2025-01-02 12:30:00+00:00,49.25298,7.13363,10.39913,1.70177,2.58913,2.72183,2.57879,6.99407
2025-01-02 13:00:00+00:00,42.67073,7.18997,9.25762,1.4858,2.54199,2.68628,2.49366,7.08403
2025-01-02 13:30:00+00:00,38.70272,7.3422,8.25028,1.59168,2.57824,2.75525,2.5301,7.22777
2025-01-02 14:00:00+00:00,38.75714,6.8979,9.39507,1.11417,2.5449,2.65145,2.39262,6.75211
2025-01-02 14:30:00+00:00,27.14842,7.17508,7.48643,1.1224,1.93551,1.98479,1.93529,7.07736
2025-01-02 15:00:00+00:00,26.70203,7.22135,8.25466,1.14628,1.92999,2.0129,1.88693,7.08824
2025-01-02 15:30:00+00:00,25.66617,7.23636,6.20874,0.82433,2.06438,2.27237,1.99103,7.17645
2025-01-02 16:00:00+00:00,25.97031,7.16234,7.38527,1.08096,1.82985,1.97774,1.81325,7.03779
2025-01-02 16:30:00+00:00,32.86389,6.99761,7.04321,1.17497,2.35857,2.48417,2.23084,6.94271
2025-01-02 17:00:00+00:00,23.72757,7.24337,6.26958,1.1381,1.70454,1.94033,1.70272,7.13134
2025-01-02 17:30:00+00:00,25.79119,7.39358,8.23594,1.43623,1.81694,1.94536,1.75553,7.28068
2025-01-02 18:00:00+00:00,34.97731,7.01832,9.21406,1.37689,2.08354,2.21409,1.92032,6.89139
2025-01-02 18:30:00+00:00,31.44348,7.28842,7.40527,1.14744,2.21826,2.37099,2.19782,7.25053
2025-01-02 19:00:00+00:00,44.65156,7.13349,8.19674,1.51191,2.82037,2.89687,2.69867,7.05274
2025-01-02 19:30:00+00:00,41.52273,7.16851,6.85834,1.60494,2.67174,2.76734,2.62588,7.08522
2025-01-02 20:00:00+00:00,53.04465,7.0387,9.71417,1.5279,3.14114,3.20478,2.83499,6.9457
2025-01-02 20:30:00+00:00,55.98306,7.11244,11.93543,1.64613,2.83512,2.88491,2.74041,6.90205
2025-01-02 21:00:00+00:00,67.30219,7.27186,11.2845,2.02013,3.49184,3.5,3.5,7.14302
2025-01-02 21:30:00+00:00,82.26897,7.16601,12.00875,2.12658,3.5,3.5,3.5,7.10032
2025-01-02 22:00:00+00:00,74.97792,7.30559,11.91085,2.16061,3.5,3.5,3.5,7.17594
2025-01-02 22:30:00+00:00,96.27001,7.20623,12.44156,2.36884,3.5,3.5,3.5,7.06878
2025-01-02 23:00:00+00:00,33.18487,7.23857,7.91859,1.46441,2.25994,2.30529,2.24227,7.16859
2025-01-02 23:30:00+00:00,29.82352,7.38815,7.70122,1.13295,2.30271,2.29284,2.19717,7.33161
2025-01-03 00:00:00+00:00,26.4792,7.25063,7.47958,1.24316,1.82758,1.92616,1.84349,7.09593
2025-01-03 00:30:00+00:00,37.46449,7.27364,8.99495,1.41064,2.43538,2.49467,2.35399,7.11246
2025-01-03 01:00:00+00:00,35.81006,7.15292,8.71102,1.21813,2.33364,2.38238,2.30426,7.06062
2025-01-03 01:30:00+00:00,42.38637,7.18102,9.45724,1.27697,2.64698,2.76112,2.48975,7.04762
2025-01-03 02:00:00+00:00,43.1408,7.09563,8.69123,1.62443,2.53912,2.61062,2.46226,7.04375
2025-01-03 02:30:00+00:00,54.62366,7.26053,10.54674,1.67498,3.11754,3.20799,2.8912,7.12964
2025-01-03 03:00:00+00:00,45.53215,7.03843,10.59669,1.44179,2.41629,2.57415,2.52067,6.84933
2025-01-03 03:30:00+00:00,42.70346,7.25919,8.22782,1.47929,2.7777,2.94049,2.69935,7.122
2025-01-03 04:00:00+00:00,51.68724,7.13599,9.22164,1.83075,2.9021,3.06658,2.86822,6.93642
2025-01-03 04:30:00+00:00,53.56152,7.28243,10.73238,1.35691,3.29558,3.36672,3.23492,7.15087
2025-01-03 05:00:00+00:00,61.86348,7.22124,10.45472,1.59027,3.5,3.5,3.48265,7.09555
2025-01-03 05:30:00+00:00,59.99933,7.34227,11.24344,1.67963,3.5,3.5,3.5,7.19921
2025-01-03 06:00:00+00:00,58.2033,7.22562,9.96164,1.99748,3.34368,3.34362,3.2374,7.15183
2025-01-03 06:30:00+00:00,65.69131,6.95883,12.29993,1.98389,3.13539,3.37363,3.10386,6.86112
2025-01-03 07:00:00+00:00,50.39079,7.15193,9.80255,1.77232,2.83153,2.91998,2.67281,7.03543
2025-01-03 07:30:00+00:00,54.04947,7.02379,10.38166,1.53572,2.96903,3.10004,2.90786,6.83064
2025-01-03 08:00:00+00:00,52.44005,7.0986,11.05467,1.53668,2.7793,2.77975,2.74298,6.99369
2025-01-03 08:30:00+00:00,55.5173,7.3163,9.66291,1.78878,3.24537,3.34893,3.06561,7.22694
2025-01-03 09:00:00+00:00,49.20013,7.23157,8.83903,1.6133,2.97016,3.07355,2.81336,7.14278
2025-01-03 09:30:00+00:00,60.62897,7.06399,10.38989,1.8983,3.15338,3.19583,3.05378,6.98125
2025-01-03 10:00:00+00:00,64.37848,7.02261,11.39715,1.86319,3.25916,3.39623,3.10678,6.85253
2025-01-03 10:30:00+00:00,65.55869,7.1356,9.92662,1.91012,3.5,3.5,3.45835,7.09443
2025-01-03 11:00:00+00:00,76.75723,6.97802,12.64137,2.12914,3.5,3.5,3.5,6.80126
2025-01-03 11:30:00+00:00,93.01523,7.00875,13.15691,2.47136,3.5,3.5,3.5,6.88697
2025-01-03 12:00:00+00:00,104.28632,7.09661,15.17256,2.69431,3.5,3.5,3.5,6.86626
2025-01-03 12:30:00+00:00,119.22759,7.16247,13.8709,2.47613,3.5,3.5,3.5,6.97337
2025-01-03 13:00:00+00:00,132.61464,7.07826,16.25209,2.6346,3.5,3.5,3.5,6.94684
2025-01-03 13:30:00+00:00,125.42688,6.77219,15.43969,3.02945,3.5,3.5,3.5,6.5899
2025-01-03 14:00:00+00:00,124.76812,7.0589,15.58447,3.05432,3.5,3.5,3.5,6.9135
2025-01-03 14:30:00+00:00,27.94608,7.20762,7.89811,1.11489,1.95619,1.89391,1.90836,7.1256
2025-01-03 15:00:00+00:00,40.3456,7.22291,8.63185,1.17622,2.71114,2.73566,2.55389,7.12036
2025-01-03 15:30:00+00:00,31.91459,7.37034,7.6569,1.34236,2.27091,2.36481,2.14441,7.33156
2025-01-03 16:00:00+00:00,32.43596,6.96466,8.3351,1.50309,1.9533,2.11071,2.03575,6.86237
2025-01-03 16:30:00+00:00,29.50404,7.13187,8.10559,1.59384,1.80872,1.9048,1.76009,6.97865
2025-01-03 17:00:00+00:00,30.72094,7.2597,7.18172,1.37815,1.95294,2.18877,2.02628,7.15092
2025-01-03 17:30:00+00:00,36.51684,7.01029,9.22431,1.37849,2.22793,2.36414,2.20454,6.92441
2025-01-03 18:00:00+00:00,29.80775,7.3587,8.13534,1.16847,1.97275,2.32365,2.12623,7.27959
2025-01-03 18:30:00+00:00,30.23081,7.2361,8.1486,1.31952,1.96312,2.14748,2.0105,7.08875
2025-01-03 19:00:00+00:00,27.51174,7.2936,7.95703,1.22599,2.00257,2.10753,1.97554,7.17767
2025-01-03 19:30:00+00:00,26.45957,7.13957,7.90116,1.09506,1.89381,1.95075,1.77543,7.02878
2025-01-03 20:00:00+00:00,36.62005,7.2736,9.79422,1.78431,2.1221,2.2318,2.17034,7.15041
2025-01-03 20:30:00+00:00,42.49895,7.29103,8.784,1.79413,2.61976,2.80185,2.71002,7.14465
2025-01-03 21:00:00+00:00,56.96778,7.17307,10.025,1.93007,3.16407,3.22038,3.05326,7.0385
2025-01-03 21:30:00+00:00,50.9324,7.18411,9.18404,1.49124,3.05446,3.21472,2.99565,7.05436
2025-01-03 22:00:00+00:00,60.08296,7.17159,9.78424,1.92149,3.34839,3.4619,3.12202,7.08887
2025-01-03 22:30:00+00:00,55.461,7.0552,9.40577,1.81097,3.01204,3.00976,2.91366,6.9779
2025-01-03 23:00:00+00:00,55.83742,7.13326,9.57745,1.78985,3.05626,3.09703,2.94025,7.02039
2025-01-03 23:30:00+00:00,61.84878,7.12189,10.67702,2.03614,3.13327,3.12046,2.94562,6.98819
2025-01-04 00:00:00+00:00,68.16146,7.16948,11.43045,2.04883,3.29709,3.42175,3.25451,7.04541
2025-01-04 00:30:00+00:00,90.31384,7.19742,13.07609,2.42508,3.5,3.5,3.5,7.02162
2025-01-04 01:00:00+00:00,77.77524,6.99357,11.72403,2.19248,3.5,3.5,3.5,6.82151
2025-01-04 01:30:00+00:00,92.99674,7.06885,14.07845,2.42883,3.5,3.5,3.5,6.87672
2025-01-04 02:00:00+00:00,38.76933,7.34318,8.97254,1.17657,2.6708,2.79503,2.72193,7.21799
2025-01-04 02:30:00+00:00,56.48897,7.06653,10.23667,1.76133,3.1101,3.38355,3.02168,6.91001
2025-01-04 03:00:00+00:00,59.92993,7.05168,10.20465,1.70617,3.30665,3.5,3.36354,6.94172
2025-01-04 03:30:00+00:00,63.37698,7.15818,11.1895,1.66819,3.47623,3.5,3.43164,7.05611
2025-01-04 04:00:00+00:00,70.71294,7.2156,11.48034,2.25348,3.44567,3.5,3.42808,7.0313
2025-01-04 04:30:00+00:00,73.58275,7.11881,10.71451,2.27823,3.5,3.5,3.39053,7.00023
2025-01-04 05:00:00+00:00,86.62563,7.24026,12.61923,2.45881,3.5,3.5,3.5,7.09097
2025-01-04 05:30:00+00:00,87.51312,7.18672,13.00063,2.30604,3.5,3.5,3.5,7.05189
2025-01-04 06:00:00+00:00,89.01398,7.18238,12.32108,2.48193,3.5,3.5,3.5,7.044
2025-01-04 06:30:00+00:00,94.63267,7.14061,13.61981,2.38538,3.5,3.5,3.5,6.93584
2025-01-04 07:00:00+00:00,109.05702,7.30974,13.45784,2.61298,3.5,3.5,3.5,7.11451
2025-01-04 07:30:00+00:00,122.98951,7.00605,17.02097,2.70753,3.5,3.5,3.5,6.81366
2025-01-04 08:00:00+00:00,119.72805,6.8141,16.95071,2.89823,3.5,3.5,3.5,6.65829
2025-01-04 08:30:00+00:00,123.06031,7.20496,15.63642,2.8516,3.5,3.5,3.5,6.95123
2025-01-04 09:00:00+00:00,130.23723,6.96523,17.01327,2.77529,3.5,3.5,3.5,6.78427
2025-01-04 09:30:00+00:00,65.6167,7.14376,9.32921,1.84032,3.5,3.5,3.5,7.0808
2025-01-04 10:00:00+00:00,58.63875,7.2885,9.41095,1.74051,3.5,3.5,3.42562,7.17718
2025-01-04 10:30:00+00:00,54.15459,6.97627,10.07071,1.9979,2.91038,2.95747,2.83553,6.88267
2025-01-04 11:00:00+00:00,62.32269,7.00014,10.18674,1.97119,3.32867,3.45557,3.22087,6.86117
2025-01-04 11:30:00+00:00,57.10431,6.97107,11.03444,1.78232,2.98934,3.09312,2.8203,6.84161
2025-01-04 12:00:00+00:00,68.10154,7.04006,12.77065,2.02635,3.08,3.09954,2.97968,6.83819
2025-01-04 12:30:00+00:00,64.16358,7.18287,10.01426,1.85579,3.36301,3.5,3.41593,6.98807
2025-01-04 13:00:00+00:00,65.04324,7.19058,10.31564,1.83761,3.45611,3.5,3.29258,7.10714
2025-01-04 13:30:00+00:00,73.38014,7.14831,11.8345,1.85917,3.5,3.5,3.4603,6.97925
2025-01-04 14:00:00+00:00,100.5957,6.91352,15.43948,2.49736,3.5,3.5,3.5,6.7223
2025-01-04 14:30:00+00:00,110.06558,6.79777,14.42303,2.50423,3.5,3.5,3.5,6.58619
2025-01-04 15:00:00+00:00,107.64383,7.06222,14.87694,2.40327,3.5,3.5,3.5,6.84396
2025-01-04 15:30:00+00:00,115.41516,6.99036,16.7387,2.84977,3.5,3.5,3.5,6.79481
2025-01-04 16:00:00+00:00,135.5044,7.05662,15.92237,3.08733,3.5,3.5,3.5,6.85237
2025-01-04 16:30:00+00:00,129.17469,7.0947,15.59052,2.64029,3.5,3.5,3.5,6.9314
2025-01-04 17:00:00+00:00,139.62037,7.01389,17.19176,3.10081,3.5,3.5,3.5,6.83583
2025-01-04 17:30:00+00:00,158.14026,7.04896,18.64896,3.58274,3.5,3.5,3.5,6.85074
2025-01-04 18:00:00+00:00,161.35143,6.98478,19.945,3.67675,3.5,3.5,3.5,6.7685
2025-01-04 18:30:00+00:00,173.29933,6.99637,20.54469,3.85667,3.5,3.5,3.5,6.82048
2025-01-04 19:00:00+00:00,96.53424,6.99872,12.60472,2.38585,3.5,3.5,3.5,6.81965
2025-01-04 19:30:00+00:00,103.85152,7.04331,14.76753,2.41174,3.5,3.5,3.5,6.87382
2025-01-04 20:00:00+00:00,114.81165,7.06498,14.90373,2.53108,3.5,3.5,3.5,6.93591
2025-01-04 20:30:00+00:00,111.69259,7.13921,15.83109,2.74377,3.5,3.5,3.5,7.00447
2025-01-04 21:00:00+00:00,120.04496,6.99061,15.41766,2.85384,3.5,3.5,3.5,6.76725
2025-01-04 21:30:00+00:00,109.16676,7.11083,14.31838,2.81386,3.5,3.5,3.5,6.93933
2025-01-04 22:00:00+00:00,126.71643,6.99267,16.79995,3.10403,3.5,3.5,3.5,6.85102
2025-01-04 22:30:00+00:00,21.6928,7.19802,7.7407,1.16476,1.55161,1.53305,1.49902,7.12758
2025-01-04 23:00:00+00:00,20.17141,7.30494,7.24133,0.95057,1.54404,1.57111,1.57124,7.22868
2025-01-04 23:30:00+00:00,23.1787,6.98904,6.44561,1.11681,1.78307,1.94154,1.71462,6.90854
2025-01-05 00:00:00+00:00,27.62209,7.05767,8.28377,1.31998,1.84417,1.90645,1.82211,6.95011
2025-01-05 00:30:00+00:00,36.49855,7.02126,7.98859,1.3683,2.35045,2.55989,2.36017,6.94096
2025-01-05 01:00:00+00:00,24.59626,6.94903,7.96673,1.14089,1.78093,1.73746,1.7841,6.84916
2025-01-05 01:30:00+00:00,34.44034,7.1134,7.41206,1.39499,2.2746,2.38511,2.17914,7.02854
2025-01-05 02:00:00+00:00,33.17682,7.27272,8.39065,1.28556,2.13458,2.28018,2.2397,7.17992
2025-01-05 02:30:00+00:00,36.03535,7.1538,7.92307,1.2917,2.29669,2.30426,2.36516,7.04016
2025-01-05 03:00:00+00:00,46.00119,7.18895,8.38772,1.59548,2.73232,2.84028,2.67319,7.11331
2025-01-05 03:30:00+00:00,45.22869,7.2884,9.58035,1.50629,2.73495,2.75701,2.77069,7.28146
